f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,Age,Sex,Class
0.26,0.22,0,0,0,1.06,0,23.88,393.46,-19.6,-8.63,-0.28,8.55,0.1,4.19,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.02,1.97,0.01,0,0.02,0.02,0,0.02,0.02,0,0.02,0.06,0.17,0,0.03,0.06,-0.06,-0.02,0,0.02,0.16,26.18,1.66,0,0,0.84,32.36,7.7,0.16,0.51,0.03,5.46,2.27,0.06,1187599.48,1.57,3.35,0.01,0.02,24.92,6.45,5.84,234.91,1.14,5.74,1.38,0.24,0.05,0.6,0.05,11.21,0.07,9.32,11.02,2.94,-6.34,-2.61,-1.64,-1.62,-0.72,0.84,-0.11,0.93,1.25,1.58,2.19,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,1.67,4.19,88201,99.98,0,0,0,0,0,0,0,0,0,0.01,2.56,-129.05,-209.44,-6340.14,-6636.44,-2682.63,-3128.86,-7332.23,-16083.43,-40807.56,-5886.58,-1681.32,-91.42,75.31,77.87,42.51,14.02,32.28,37.46,48.04,0,0.14,0.55,13.82,30.66,31.96,30.14,57.43,387.68,804.23,0.03,1.7,2.31,68.12,83.83,67.94,95.43,227.7,921.67,1824.96,-297925554,-321982699.5,-350726995.9,-389461816.2,-449280273.6,-553290814.4,-736650273.7,-1098475460,-1832860060,-3342670523,10339.88,5599.89,3063.18,1714.12,1001.83,629.4,430.44,330.28,282.28,261.76,53.1,211.13,797.05,2995.86,10898.84,36590.49,112308.89,306598.29,750287.94,1688166.12,1180.8,3345.84,9445.35,25752.44,68277.29,174612.8,428101.32,995244.47,2191155.32,4621377.11,100,0,0,0,0,0,0,0,0,0,0,0,0.03,0.11,0.5,0.43,0.22,0.2,0.3,0.5,0.85,-10766.88,-4078.44,-1286.87,-585.54,-304.92,-138.97,-168.54,-62.94,-47.98,-37.31,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0.01,0,0.01,0.02,0.07,0.14,-176570.78,-211541.87,-250865.54,-299834.53,-369947.18,-486033.4,-689770.24,-1092268.21,-1919885.77,-3652736.05,3851.9,2308.57,1370.2,820.27,507.54,334.88,239.02,190.4,168.17,160.52,0.09,0.35,1.36,5.15,18.65,62.48,191.63,522.74,1278.11,2875.81,2,5.61,15.6,43,115.21,296.56,729.39,1692.55,3721.56,7859.22,51,0,0
0.15,0.13,0,0,0,1.05,0,18.42,390.67,-12.63,-4.84,0.08,4.61,0.16,3.84,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.06,9.27,0.06,0,0.09,0.09,0,0.09,0.1,0,0.09,0.09,0.89,0.02,0.06,0.09,-0.11,-0.03,0,0.04,0.51,18.42,3.13,0.02,0.05,0.73,30.24,13.28,0.55,0.53,0.01,3.09,0.88,0.15,905439.41,1.57,3.04,0.01,0.01,19.32,1.99,1.99,25.86,1.19,6.07,1.4,0.13,0.01,0.37,0.06,10.08,0.09,6.39,4.88,4.01,-3.23,-2.41,0.62,1.54,-2.88,-0.86,-0.93,0.08,0.52,0.77,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,1.99,3.84,88201,99.89,0,0,0,0,0,0,0.01,0,0.03,0.07,1.44,-3.13,-68.45,-1127.05,-6812.28,-31057.92,-59473.14,-38664.02,-379207.6,-999989.17,-6777.44,-1969.88,-277.86,-13.46,1.96,23.23,40.23,25.76,37.1,33.99,0,0.04,0.26,6.61,30.19,143.86,422.66,433.45,2623.88,7019.36,0.01,0.35,1.57,22.26,148.11,582.79,1427.44,1159.64,9683.48,24570.01,-301970024.6,-326990585.5,-357538298.5,-399685110.4,-466279679.8,-584235596.8,-800888724.9,-1231740718,-2109449399,-3918777038,10352.01,5606.95,3067.69,1717.28,1004.31,631.55,432.62,332.45,284.47,263.96,47.49,189.74,739.31,2775.62,10006.49,33667.58,104250.56,288642.29,714173.03,1621090.62,1092.9,3083.79,8679.2,23780.99,64175.34,166423.55,390102.65,921538.72,2048966.02,4375376.29,99.99,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.18,0.31,0.65,0.96,0.54,-2.7,-14.1,-11689.67,-4493.82,-1569.76,-660.35,-263.68,-178.01,-102.25,-89.71,-48.39,-42.14,0,0,0,0,0,0.01,0.04,0.04,0.24,0.64,0,0,0,0,0.01,0.05,0.13,0.1,0.87,2.23,-177134.04,-212291.88,-251946.32,-301530.51,-372883.03,-491589.83,-701948.31,-1118512.02,-1976241.45,-3773795.01,3854.42,2310.04,1371.14,820.93,508.06,335.33,239.48,190.85,168.63,160.98,0.09,0.34,1.33,5.01,18.07,60.59,186.22,509.22,1248.69,2818.13,1.94,5.45,15.17,41.58,111.73,288.45,700.57,1626.23,3583.61,7593.47,51,0,0
0.05,0.03,0,0,0,3.04,0,19.53,584.99,-1.94,-0.84,0,0.79,0.13,18.72,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.05,7.92,0.05,0,0.04,0.06,0,0.04,0.06,0,0.04,0.05,0.69,0.01,0.06,0.07,-0.09,-0.05,0,0.06,0.42,18.08,4.07,0.04,0.13,0.79,10.1,2.38,0.46,0.59,0,1.28,0.25,0.11,2004086.95,1.61,3.05,0,0,4.73,70.85,61.83,12142.53,1.28,6.06,1.51,1.38,0.47,1.94,0.11,10.61,0.13,7.14,6.66,9.16,-0.51,-0.47,-0.91,-2.38,-0.58,0.87,-0.28,0.03,0.93,0.02,-0.49,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.04,6.44,18.72,88201,99.92,0,0,0,0,0,0,0,0.01,0.02,0.04,0.54,-0.17,-19.68,12.65,-60.61,-580.64,-8462.29,-26182.02,-261552.46,-333424.66,-9279.64,-2964.58,-812.85,-235.57,-49.29,-12.59,36.85,10.97,43.91,65.38,0,0,0.11,0.15,0.87,6.87,114.51,599.68,3450.26,6377.34,0.05,0.08,0.87,0.38,3.18,14.31,257.17,2269.72,7953.74,12001.89,-490961722.9,-527917048.1,-571090911.8,-627349627,-711103103.3,-852496650.2,-1093413171,-1561821410,-2505811564,-4438944960,10794.94,5829.28,3179.75,1774.23,1033.69,647.14,440.89,337.08,287.26,265.83,72.32,286.78,1117.92,4242.07,15414.6,51905.51,159717.64,436884.98,1071660.67,2410416.84,1652.03,4626.76,12935.82,35548.47,95591.06,248692.57,610609.06,1415205.83,3114543.33,6560862.23,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.06,0.3,0.36,0.52,1.81,-14264.91,-5526.29,-2116.52,-995.79,-423.92,-196.59,-92.16,-87.34,-53.05,-32.79,0,0,0,0,0,0,0.01,0.03,0.18,0.34,0,0,0,0,0,0,0.01,0.13,0.42,0.64,-198330.59,-236592.66,-279480.78,-332589.2,-408078.35,-532210.09,-748465.27,-1174086.79,-2047511.61,-3874197.86,3944.69,2355.35,1393.99,832.55,514.05,338.52,241.17,191.8,169.2,161.37,0.1,0.38,1.46,5.52,19.94,66.8,204.92,559.15,1367.78,3077.59,2.14,5.99,16.71,45.89,122.99,316.95,779.48,1808.12,3977.54,8397.72,67,0,1
0.05,0.03,0,0,0,0.85,0,46.33,1374.71,-3.89,-1.5,-0.15,1.56,0.03,3.29,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,3.44,0.02,0,0.03,0.03,0,0.03,0.03,0,0.03,0.02,0.3,0,0.02,0.04,-0.04,-0.02,0,0.02,0.15,21.76,1.92,0.01,0,1,1.28,0,0.28,0.54,0,1.56,0.18,0.08,1305994.17,1.51,3.05,0,0,7.13,1.7,1.68,182.84,0.98,5.53,1.21,0.19,0.03,0.69,0.08,19.87,0.1,9.42,13.98,7.09,-2.71,-0.11,-0.54,-3.13,-2.49,1.6,0.54,-0.39,0.02,0.22,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.37,1.07,3.29,88201,100,0,0,0,0,0,0,0,0,0,0,0.41,-13.96,-62.79,-262.62,-473.36,-1355.82,-4434.24,-2286.03,-17877,-31967.48,-9893.47,-2831.43,-751.43,-152.58,-28.08,8.72,18.7,17,19.69,11.65,0.01,0.08,0.23,1.73,5.59,13.71,36.51,43.55,202.74,495.24,0.12,0.89,2.33,7.76,19.33,30.85,95.48,107.87,646.71,1504.55,-940728151.6,-1013537925,-1104180096,-1232208526,-1438462717,-1808164927,-2476057159,-3805355377,-6508319522,-12061446237,11399.97,6139.25,3342.18,1862.89,1085.47,680.46,464.65,356.06,303.83,281.19,170.87,672.78,2620.92,9894.45,35644.07,119186.13,365099.76,994477.83,2425787.21,5447413.28,3811.51,10719.99,29880.26,82039.8,219372.17,564784.84,1401133.88,3249708.67,7127154.49,15020662.67,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.06,0.1,0.08,0.22,0.29,-15256.36,-5555.23,-2165.22,-917.68,-453.49,-246.31,-108.87,-89.35,-54.8,-84.14,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0.04,-229392.44,-272833.5,-322065.62,-384056.83,-473920.27,-624241.85,-889974.59,-1416535.23,-2499847.41,-4766917.83,4061.99,2415.48,1425.52,849.78,524.14,345.03,245.83,195.54,172.47,164.4,0.11,0.45,1.73,6.55,23.63,79.11,242.56,661.37,1616.07,3634.92,2.53,7.11,19.8,54.38,145.64,375.09,924.5,2144.38,4711.5,9948.55,67,0,0
0.13,0.05,0,0,0,6.57,0,91.69,2538.52,-25.13,-4.1,0.08,4.52,0.05,23.26,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.04,6.67,0.04,0,0.05,0.06,0,0.05,0.06,0,0.05,0.07,0.59,0.01,0.04,0.06,-0.08,-0.02,0,0.03,0.55,18.12,2.97,0.02,0.02,1,7.85,0,0.48,0.53,0,1.48,0.21,0.16,1881157.32,1.66,3.06,0.01,0,18.74,10.09,9.82,639.9,1.18,6.1,1.4,0.14,0.03,0.62,0.07,11.58,0.09,7.78,8.42,7.99,-2.86,-1.86,-0.55,-2.29,-1.49,0.02,0.7,0.56,-0.12,-0.39,-0.04,0,-0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.56,7.55,23.26,88201,100,0,0,0,0,0,0,0,0,0,0,-11.75,-76.65,-155.43,-169.51,-309.06,-4458.03,-9781.36,-104418.72,-30997.08,-17445.12,-7614.83,-2159.6,-543.73,-105.59,12.6,47.65,41.99,53.91,34.16,20.41,0.02,0.14,0.59,1.03,3.4,67.88,102.9,1510.48,208.34,300.5,0.54,1.75,2.94,2.35,5.02,89.68,243.4,2498.06,915.56,583.23,-1925122621,-2068653777,-2249580365,-2508833851,-2931839207,-3696588650,-5093648614,-7880837651,-13550139246,-25198196549,12062.57,6475.74,3515.62,1954.8,1136.62,711.25,484.97,371.14,316.3,292.34,324.57,1274.25,4946.35,18762.16,67817.4,227192.46,695992.04,1899007.57,4638386.47,10436615.39,7301.07,20502.18,56730.48,155696.17,418484.55,1080598.02,2668438.12,6174174.71,13529219.78,28618642.16,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.08,0.13,0.53,0.22,0.12,-13100.17,-4954.47,-2033.68,-917.33,-393.2,-212.53,-138.68,-81.8,-56.31,-58.17,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.03,0.01,0.01,-266391.23,-315526.96,-371352.6,-441896.03,-544552.82,-716795.24,-1022087.2,-1627510.83,-2873025.15,-5478848.7,4182.96,2476.9,1457.18,866.56,533.48,350.64,249.53,198.28,174.74,166.43,0.13,0.5,1.94,7.35,26.56,88.93,272.74,743.92,1818.16,4090.86,2.85,8,22.25,61.09,163.73,421.9,1038.7,2409.66,5293.47,11183.48,67,0,0
0.27,0.23,0,0,0,1.5,0,68.15,1553.67,-15.97,-6.57,-0.31,6.02,0.34,2.73,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.05,7.41,0.05,0,0.08,0.07,0,0.08,0.09,0,0.08,0.06,0.6,0.02,0.05,0.1,-0.14,-0.02,0,0.02,0.3,26.77,2.09,0,0,1,21.2,0,0.12,0.52,0.03,4.55,0.8,0.02,1271589.52,1.25,3.06,0.06,0.03,131.1,19.94,19.32,1241.7,1.25,6.44,1.51,0.23,0.04,0.58,0.08,14.73,0.1,8.1,6.98,5.59,-2.65,-1.22,-1.66,-1.75,-1.11,0.38,1.2,0.42,-1.54,-0.12,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74.69,6.68,2.73,88201,99.52,0,0,0,0.03,0.01,0.01,0.03,0.02,0.13,0.26,-604.9,-2567.55,-16807.5,-665014.55,-115026.71,-215966.98,-780712,-454027.47,-3660174.44,-6615428.89,-6474.47,-1877.07,-116,84.98,79.89,45.56,59.63,63.74,70.51,73.65,0.41,2.66,16.82,928.97,630.81,1223.11,3375.37,4137.95,33556.06,109219.19,5.34,24.17,90.86,4466.04,2155.4,3965.43,9620.83,9628.54,66716.06,182555.08,-307807550.4,-340970951.9,-388753671.8,-464217879.9,-602338676.9,-868496643.3,-1371265337,-2395949021,-4487509114,-8782101404,10359.7,5617.22,3079.33,1730.09,1017.45,644.78,445.29,344.79,296.58,275.9,142.54,701.85,3262.8,9583.67,33308.39,110591.66,337025.7,912034.22,2172217.89,4722263.96,3037.84,9631.37,37987.4,79267.52,191323.65,482983.23,1275033.03,3001090.62,6470614.92,13602282.8,99.98,0,0,0,0,0,0,0,0,0.01,0.01,0.03,0.09,0.35,1.11,1.26,1.31,-0.38,1.23,-16.26,-42.38,-11354.95,-4372.58,-1372.59,-554.51,-371.12,-191.28,-105.84,-48.18,-10.27,-7.02,0,0,0,0.03,0.02,0.05,0.14,0.17,1.41,4.6,0,0,0,0.13,0.07,0.16,0.4,0.4,2.83,7.75,-177529.87,-213465.63,-254903.45,-308433.4,-388376.61,-525517.15,-772152,-1265920.56,-2285833.16,-4423103.94,3855.91,2312.07,1373.46,823.42,510.61,337.9,241.93,193.24,170.97,163.29,0.11,0.42,1.72,6.38,22.9,76.54,234.12,636.07,1545.77,3457.85,2.38,6.65,19.28,53.18,140.49,360.05,903.21,2099.36,4593.16,9667.96,52,1,1
0.27,0.22,0,0,0,1.37,0,25.78,483.56,-20.35,-8.2,-0.46,7.54,0.21,4.74,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.03,3.56,0.02,0,0.03,0.03,0,0.03,0.04,0,0.03,0.05,0.31,0,0.05,0.07,-0.09,-0.03,0,0.04,0.2,24.85,3.24,0,0,0.98,33.65,4.47,0.28,0.5,0.03,3.38,1.24,0.17,2146657.09,1.6,3.29,0.03,0.03,46.3,43.72,39.62,795.14,1.33,6.12,1.51,0.01,0,0.28,0.03,12.21,0.05,8.54,8.16,3.4,-4.17,-2.73,-2.59,-0.89,0.02,0.15,1.1,0.91,-0.56,0.95,1.22,0,0,0.01,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.94,2.79,4.74,88201,99.82,0,0,0,0,0,0,0.01,0.01,0.04,0.11,1.09,-28.36,-654.01,-10091.49,-12010.63,-15935.19,-72674.46,-60548.35,-295721.81,-985224.69,-5606.85,-1630.5,-146.63,100.91,79.36,44.86,53.92,49.49,60.42,62.61,0,0.13,1.17,28.33,52.91,109.48,355.39,498.92,3286.73,5002.86,0.09,0.9,5.25,53.22,139.91,355.23,997.8,1146.88,8456.3,25011.06,-295808865.5,-319378806.5,-347255543.7,-384299955.3,-440655061.3,-537413983.4,-701275392.7,-1022837656,-1670966256,-2994164589,10332.09,5595,3059.77,1711.47,999.55,627.31,428.31,328.13,280.13,259.59,63.18,249.33,945.99,3588.25,13069.99,43652.66,133025.42,360674.09,870384.67,1929674.28,1453.96,4079.15,11770.55,32349.19,84686.86,216414.9,561429.97,1314798.2,2854243.98,5833676.77,99.99,0,0,0,0,0,0,0,0,0,0,0,0.02,0.16,0.77,0.71,0.55,1.12,1.11,1.19,-4.2,-10376.34,-4009.97,-1415.75,-628.29,-320.94,-164.36,-69.97,-56.06,-35.54,-12.96,0,0,0,0,0,0.01,0.02,0.04,0.23,0.33,0,0,0,0,0.01,0.02,0.06,0.09,0.55,1.64,-176219.72,-211042.54,-250088.34,-298494.81,-367423.62,-480978.7,-678577.22,-1067995.72,-1867456.95,-3539502.4,3850.24,2307.52,1369.46,819.69,507.04,334.42,238.55,189.92,167.69,160.04,0.09,0.36,1.38,5.26,19.05,63.74,195.24,531.77,1297.26,2911.66,2.07,5.77,16.05,44.06,117.86,303.17,753.43,1748.9,3836.28,8067.22,52,1,0
0.17,0.14,0,0,0,0.65,0,23.06,532.92,-14.44,-5.48,-0.21,5.33,0.19,2.17,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.02,2.08,0.01,0,0.02,0.02,0,0.02,0.02,0,0.02,0.05,0.18,0,0.02,0.05,-0.05,-0.02,0,0.02,0.21,22.96,3.42,0.01,0.01,0.93,33.68,6.69,0.29,0.51,0.01,7.69,2.59,0.31,1287697.82,1.87,3.3,0.01,0.01,24.39,3.42,3.4,96.49,1.1,5.86,1.34,0.01,0,0.23,0.04,17.28,0.06,7.55,5.68,3.23,-5.34,-2.38,-0.89,-0.32,-1.01,0.33,1.65,0.63,-0.28,1.88,2.48,0,0.01,0,0.01,-0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.62,1.78,2.17,88201,99.88,0,0,0,0,0,0,0.01,0,0.03,0.08,1.22,-89.75,-935.1,-14796.72,-10480.05,-16510.29,-64062.96,-35662.91,-229596.77,-711107.25,-7238.84,-1976.57,-173.7,11.21,32.55,32.94,37.48,41.69,55.88,56.86,0,0.16,1.5,25.86,41.32,120.52,325.07,344.61,2514.98,4453.05,0.04,1.31,8.64,105.29,147.22,430.33,985.07,829.67,7186.69,20787.51,-297662986,-321902591.3,-351081200.4,-390608428.2,-452052387.6,-559231342,-744432078.2,-1110246393,-1850336082,-3365362183,10338.79,5599.41,3063.03,1714.12,1001.9,629.49,430.4,330.16,282.13,261.57,69.4,267.87,1008.17,3811.12,13796.94,45900.28,139761.25,379185.25,915970.78,2033043.59,1579.5,4424.98,12491.19,33029.21,87864.91,224071.99,579696.34,1355564.1,2949458.54,6081058.76,100,0,0,0,0,0,0,0,0,0,0,0,0.02,0.15,0.61,0.49,0.52,0.92,0.83,1.07,-1.89,-12169.21,-4481.93,-1443.38,-630.29,-379.38,-178.66,-130.26,-63.79,-30.54,-19.17,0,0,0,0,0,0.01,0.02,0.02,0.16,0.26,0,0,0,0.01,0.01,0.03,0.06,0.05,0.43,1.26,-176522.4,-211496.9,-250840.81,-299845.85,-370036.72,-486266.52,-689522.48,-1090970.08,-1915973.58,-3642269.77,3851.67,2308.46,1370.16,820.26,507.54,334.89,239,190.36,168.12,160.47,0.09,0.37,1.41,5.36,19.37,64.78,198.36,540.29,1318.05,2958.65,2.12,5.91,16.39,44.63,119.62,307.59,764.05,1773.23,3890.73,8189.97,52,1,0
0.07,0.03,0,0,0,0.9,0,53.11,1453.69,-3.82,-1.42,0.11,1.56,0.08,3.59,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.05,9.39,0.06,0,0.09,0.08,0,0.09,0.1,0,0.09,0.07,0.79,0.02,0.05,0.08,-0.1,-0.03,0,0.03,0.44,20.8,1.41,0.01,0,1,15.94,0,0.28,0.57,0,1.82,0.35,0.48,1653621.93,1.87,3.01,0.01,0.01,26.68,425.11,318.48,25339.55,1.45,6.35,1.65,0.12,0.01,0.48,0.1,35.43,0.12,6.24,2.84,7.85,0.48,-0.19,-2.67,-2.12,0.33,-0.05,0.12,1.4,0.13,-1.09,-0.66,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.33,1.35,3.59,88201,100,0,0,0,0,0,0,0,0,0,0,-981.49,-123.59,-135.46,-14775.31,-2811.97,-2244.11,-2416.64,-7633.77,-8271.96,-15286.42,-8644.4,-2746.12,-697.2,-173.28,13.48,38.4,30.78,35.61,29.45,33.2,0.46,0.29,0.33,32.3,14.25,23.47,30.32,63.13,150.74,367.32,11.28,3.6,2.36,149.69,55.54,38.69,65.93,171.68,351.36,636.39,-1223422753,-1315126011,-1428280639,-1586311603,-1838683221,-2287922268,-3095793005,-4699606510,-7958224754,-14651258638,11643.27,6262.19,3404.94,1895.57,1103.11,690.6,470.95,360.43,307.25,284.13,207.26,815.96,3071.11,11640,42213.4,141202.25,432786.4,1181087.4,2888769.26,6503324.5,4659.55,13078.41,36467.83,96788.81,260428.63,670525.16,1646751.08,3817312.99,8395130.96,17731152.61,100,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0.01,0.18,0.07,0.08,0.07,0.13,0.14,0.2,-13905.13,-5572.92,-2062.97,-867.8,-387.83,-233.21,-152.69,-84.9,-67.98,-42.42,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,-242615.06,-288028.04,-339447.63,-404096.12,-497650.93,-653884.34,-929705.88,-1475800.51,-2598840.68,-4948508.93,4107.27,2438.35,1437.19,855.86,527.42,346.91,247,196.35,173.1,164.94,0.12,0.46,1.78,6.75,24.39,81.64,250.35,682.84,1669.36,3756.44,2.63,7.37,20.5,56.06,150.34,387.23,952.65,2209.61,4857.32,10260.45,63,0,1
0.25,0.18,0,0,0,2.22,0,22.43,269.92,-25.85,-5.12,1.61,7.13,0.3,8.09,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.05,6.42,0.04,0,0.05,0.05,0,0.05,0.06,0,0.05,0.06,0.59,0.01,0.07,0.12,-0.2,-0.04,0.01,0.05,0.38,23.85,1.38,0,0,0.94,35.99,3.06,0.18,0.54,0.09,7.82,1.95,0.03,1081504.91,1.39,2.98,0.05,0.03,90.19,64.43,48.22,2530.99,1.34,6.21,1.51,1.06,0.25,1.33,0.1,15.87,0.12,7.39,6.74,4.53,-1.91,-0.51,-2.42,-3,-0.7,0.02,-0.79,0.21,-0.11,-0.47,-0.95,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13,4.82,8.09,88200,99.47,0,0,0,0.01,0.01,0.01,0.03,0.03,0.15,0.3,-72.12,-586.62,-1166.81,-40805.95,-27218.04,-63070.13,-164958.39,-250107.51,-1112215.99,-2987083.5,-5425.39,-1471.06,-198.55,85.04,83.02,71.14,73.74,73.38,73.17,68.26,0.04,0.33,2.96,64.63,124.43,323.35,907.9,1579.9,12399.12,40582.5,0.65,3.08,18.91,312.87,391.42,934.47,2630.8,4157.75,21242.84,61487.91,-378645871.3,-406348574,-437210837.4,-474514170.3,-525921265,-607195973.3,-740995948.6,-995000385.9,-1502661958,-2543652407,10555.63,5704.97,3112.9,1736.21,1010.08,630.77,428.51,326.72,277.97,257.13,44.65,181.04,678.7,2429.59,8766.14,29446.14,91634.21,255940.73,631967.73,1422425.15,939.56,2819.99,8254.9,20291.14,53955.39,141036.22,312180.66,763885.01,1769734.31,3797921.94,99.98,0,0,0,0,0,0,0,0,0.01,0.01,0.03,0.12,0.15,1.15,1.05,1.25,1.73,1.13,-7.55,-39.97,-10439.68,-3977,-1422.42,-615,-261.77,-120.44,-67.74,-48.98,-20.85,-7.24,0,0,0,0.01,0.01,0.03,0.07,0.12,0.97,3.14,0,0,0,0.04,0.04,0.07,0.2,0.34,1.67,4.67,-186732.96,-222876.69,-262977.49,-311822.9,-379920.79,-489988,-679840.39,-1051126.06,-1811566.52,-3402272.22,3896.35,2330.18,1380.39,824.74,509.15,335.07,238.53,189.57,167.18,159.46,0.08,0.33,1.26,4.77,17.28,57.86,177.86,486.96,1195.23,2697.07,1.9,5.37,14.75,39.55,106.36,275.36,666.93,1548.19,3420.91,7255.94,63,0,0
