f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,Class
39,85,85036,1782,4,0.01,0.43,0.05,0.95,0.04,0.01,0.32,0.41,0.25,0.6,0.02,1,0.35,0.53,0.23,0.59,0.72,0.1,0.9,0.35,0.31,0.3,0.34,0,0.3,0,0.43,0,0.1,0.23,0.4,0.17,0.24,0.44,0.71,0.33,0.41,0.32,0.36,0.38,0.35,0.36,0.42,0.71,0.73,0.88,0.65,0.4,0.35,0,0.03,0,0.09,0.06,0.07,0.07,0.03,0.02,0.02,0.02,0.86,0.06,0.18,0.19,0.45,0.45,0.38,0.85,0.07,0.24,0.5,0,0.97,0.84,0.08,0.26,0.38,0.04,0.12,0.16,0.13,0.12,0.31,0.3,0.31,0.3,0.27,0.2,0.31,0,0,0.14,0.8,0.96,0.86,0.94,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.26,0.06,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
37,58.82682927,46188.3366,237,4,0,0.12,0.33,0.67,0.23,0.03,0.6,1,1,0.1,0.02,1,0.14,0.92,0.39,0.53,0.06,0.12,0.1,0.32,0.25,0.26,0.26,0.07,0.26,0.34,0.33,0.03,0.79,0.11,0.17,0.94,0.28,0.72,0.11,1,0.11,0.65,0.4,1,0.4,0.42,0.23,0.43,0.53,0.66,0.5,0.66,0.54,0.01,0.66,0,1,1,1,0.86,0.48,0.41,0.36,0.28,0.89,0.12,0,0,0.15,0.31,0.18,0.04,0.07,0.87,0,0.02,0.69,0.04,0.06,0.21,0.79,0.19,0.14,0.19,0.19,0.19,0.35,0.32,0.34,0.33,0.94,0.63,0.74,0,0,0.19,0.47,0,0,0.13,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.27,0.54,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,414,4,0.02,0.71,0.17,0.41,0.72,0.64,0.41,0.45,0.28,0.32,0.03,1,0.43,0.67,0.21,0.38,0.36,0.45,0.29,0.41,0.31,0.33,0.34,0.16,0.37,0.29,0.32,0.01,0.2,0.41,0.46,0.35,0.4,0.5,0.49,0.4,0.38,0.44,0.46,0.46,0.54,0.53,0.82,0.69,0.64,0.8,0.68,0.43,0.41,0.01,0.29,0.04,0.37,0.4,0.48,0.49,0.71,0.68,0.74,0.69,0.27,0.55,0.77,0.71,0.72,0.75,0.6,0.66,0.67,0.55,0.5,0.01,0.89,0.64,0.2,0.12,0.56,0.11,0.16,0.44,0.44,0.48,0.51,0.59,0.7,0.58,0.66,0.78,0.31,0,0,0.82,0.45,0.55,0.84,0.75,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.24,0.18,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
19,58.82682927,46188.3366,142,4,0.03,0.43,0.03,0.96,0.06,0.04,0.41,0.4,0.22,0.31,0.04,1,0.47,0.71,0.46,0.72,0.36,0.12,0.47,0.48,0.43,0.42,0.46,0.26,0.34,0.51,0.51,0.01,0.11,0.09,0.15,0.55,0.2,0.66,0.37,0.42,0.25,0.59,0.37,0.25,0.39,0.39,0.47,0.78,0.81,0.8,0.66,0.64,0.62,0.01,0.12,0,0.05,0.07,0.1,0.18,0.01,0.01,0.01,0.02,0.94,0.03,0.14,0.15,0.47,0.53,0.27,0.75,0.03,0.35,0.5,0.02,0.88,0.7,0.1,0.23,0.6,0.06,0.07,0.13,0.12,0.14,0.26,0.26,0.3,0.28,0.18,0.2,0.26,0,0,0.05,0.54,0.57,0.62,0.51,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.11,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
48,58.82682927,46188.3366,1413,4,0.03,0.58,0.1,0.67,0.05,0.69,1,1,1,0.19,0,0,0.05,0.71,0.46,0.31,0.22,0.28,0.19,0.15,0.1,0.1,0.26,0.44,0.17,0.17,0.2,0.08,1,0.7,0.56,0.44,0.68,0.32,0.18,0.73,0.37,0.42,0.22,1,0.25,0.24,0.6,0.5,0.39,0.54,0.44,0.47,0.52,0.01,0.35,0.01,0.4,0.42,0.43,0.45,0.13,0.12,0.11,0.11,0.47,0.31,0.49,0.27,0.34,0.59,0.3,0.18,0.37,0.8,0,0.06,0.59,0.13,0.14,0.32,0.75,0.32,0.34,0.09,0.1,0.12,0.26,0.26,0.28,0.25,1,0.41,0.47,0.01,0,0.13,0.74,0.14,0.06,0.8,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.05,0.14,0.13,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
41,58.82682927,46188.3366,123,4,0.02,0.31,0,0.97,0.04,0.04,0.41,0.48,0.31,0.42,0,0,0.23,0.54,0.31,0.46,0.42,0.23,0.43,0.25,0.27,0.26,0.04,0.19,0.22,0.38,0.28,0.02,0.34,0.13,0.23,0.36,0.23,0.62,0.37,0.36,0.45,0.41,0.73,0.42,0.73,0.76,0.35,0.54,0.59,0.65,0.39,0.63,0.71,0.01,0.15,0,0.16,0.19,0.17,0.18,0.03,0.03,0.03,0.02,0.95,0.02,0.13,0.11,0.31,0.35,0.3,0.45,0.13,0.58,0,0.02,0.8,0.43,0.11,0.2,0.63,0.33,0.29,0.13,0.13,0.13,0.28,0.3,0.32,0.31,0.51,0.42,0.75,0.06,0.01,0.07,0.38,0.25,0.41,0.46,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.04,0.13,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,5,17440,389,4,0.01,0.63,0.14,0.85,0.14,0.02,0.5,0.49,0.34,0.3,0.02,0.98,0.58,0.76,0.44,0.6,0.38,0.09,0.43,0.54,0.41,0.41,0.36,0.2,0.28,0.26,0.39,0,0.03,0.16,0.3,0.36,0.24,0.66,0.39,0.39,0.3,0.5,0.25,0.44,0.3,0.28,0.65,0.78,0.78,0.71,0.7,0.46,0.51,0.01,0.2,0,0.21,0.21,0.26,0.26,0.07,0.06,0.07,0.06,0.87,0.05,0.26,0.29,0.69,0.75,0.41,0.79,0.05,0.29,0.5,0.01,0.76,0.74,0.05,0.11,0.58,0.09,0.18,0.34,0.34,0.31,0.62,0.58,0.6,0.56,0.53,0.34,0.46,0,0,0.14,0.45,0.91,0.84,0.79,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.17,0.18,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,625,4,0,0.41,0.03,0.79,0.28,0.36,0.36,0.5,0.31,0.39,0,0,0.27,0.44,0.43,0.46,0.51,0.56,0.53,0.25,0.26,0.27,0.19,0.15,0.28,0.25,0.27,0.01,0.33,0.27,0.39,0.23,0.34,0.52,0.25,0.3,0.39,0.24,0.73,0.4,0.83,0.82,0.43,0.45,0.49,0.62,0.52,0.44,0.43,0.01,0.28,0.01,0.39,0.47,0.56,0.5,0.25,0.27,0.29,0.24,0.72,0.21,0.3,0.27,0.45,0.34,0.56,0.26,0.41,0.77,0,0.02,0.64,0.33,0.07,0.25,0.73,0.09,0,0.42,0.44,0.44,0.55,0.51,0.55,0.5,0.66,0.67,0.31,0,0,0.27,0.57,0.25,0.42,0.72,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0,0.42,0.04,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
9,3,60120,1262,4,0.01,0.33,0.05,0.94,0.06,0.04,0.31,0.44,0.26,0.45,0.03,0.97,0.44,0.67,0.18,0.64,0.45,0.1,0.56,0.46,0.41,0.4,0.26,0.15,0.53,0.43,0.7,0.01,0.09,0.28,0.41,0.26,0.27,0.67,0.57,0.32,0.4,0.34,0.49,0.4,0.42,0.47,0.41,0.73,0.74,0.83,0.54,0.75,0.84,0,0.09,0.01,0.06,0.05,0.08,0.14,0.03,0.03,0.04,0.06,0.76,0.09,0.11,0.1,0.36,0.45,0.19,0.7,0.04,0.53,0.5,0.02,0.82,0.64,0.02,0.26,0.5,0.06,0.16,0.4,0.37,0.34,0.42,0.42,0.49,0.42,0.38,0.54,0.61,0.01,0,0.26,0.7,0.75,0.9,0.84,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.15,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,7,77630,1709,4,0,0.71,0.09,0.91,0.06,0.03,0.44,0.47,0.25,0.2,0.01,0.85,0.53,0.81,0.25,0.5,0.27,0.12,0.3,0.49,0.32,0.32,0.28,0.22,0.22,0,0.25,0,0.06,0.24,0.34,0.23,0.16,0.72,0.28,0.37,0.39,0.36,0.38,0.35,0.3,0.34,0.72,0.87,0.86,0.9,0.85,0.22,0.48,0,0.18,0,0.4,0.3,0.33,0.28,0.06,0.04,0.04,0.03,0.93,0.04,0.31,0.34,0.75,0.74,0.57,0.89,0.06,0.17,0.5,0,0.9,0.88,0.47,0.47,0.75,0.03,0.05,0.25,0.25,0.24,0.4,0.44,0.62,0.58,0.67,0.59,0.78,0,0,0.06,0.62,0.72,0.71,0.79,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.1,0.02,0.29,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
48,58.82682927,46188.3366,205,4,0.07,0.44,0.33,0.54,0.09,0.37,0.49,0.69,0.53,0.29,0.09,1,0.18,0.64,0.6,0.44,0.34,0.29,0.3,0.23,0.22,0.27,0.16,0.18,0.22,0.3,0.3,0.11,0.58,0.42,0.45,0.43,0.35,0.57,0.17,0.78,0.37,0.44,0.45,0.57,0.54,0.51,0.56,0.57,0.56,0.61,0.52,0.64,0.67,0.04,0.36,0.02,0.58,0.59,0.64,0.7,0.27,0.24,0.24,0.24,0.68,0.23,0.38,0.31,0.46,0.53,0.44,0.37,0.33,0.6,0,0.12,0.59,0.36,0.31,0.44,0.73,0.5,0.5,0.09,0.1,0.11,0.22,0.23,0.26,0.25,0.6,0.32,0.44,0.03,0,0.19,0.74,0.38,0.51,0.75,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.09,0.14,0.05,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
12,58.82682927,46188.3366,1079,4,0.01,0.15,0.16,0.87,0.02,0.02,0.15,0.18,0.11,1,0.03,1,0.2,0,0.34,0.61,1,0.35,1,0.22,0.32,0.33,0.15,0,0.37,0.32,0.49,0.02,0.36,0.2,0.35,0.28,0.43,0.03,0.22,0.31,0.28,0.39,0.59,0.19,0.5,0.56,0.1,0.43,0.43,0.59,0.52,0.69,0.7,0.01,0.19,0.01,0.33,0.28,0.27,0.29,0.11,0.09,0.07,0.07,0.92,0.03,0.07,0.07,0.16,0.12,0.28,0.61,0.08,0.72,0,0.19,0,0.65,0.03,0.17,0.71,0.37,0.13,0.14,0.14,0.15,0.23,0.29,0.36,0.33,0.73,0.7,0.36,0,0,0.14,0.14,0.5,0.52,0.41,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.04,0.09,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
47,58.82682927,46188.3366,325,4,0.02,0.38,0.06,0.93,0.11,0.01,0.84,0.86,0.9,0.41,0,0,0.15,0.51,0.5,0.38,0.48,0.28,0.36,0.23,0.23,0.22,0.17,0.07,0.17,0.15,0.41,0.03,0.5,0.61,0.53,0.39,0.41,0.39,0.45,0.48,0.45,0.41,0.42,0.72,0.48,0.46,0.28,0.6,0.63,0.75,0.64,0.57,0.62,0,0.11,0,0.74,0.7,0.73,0.72,0.15,0.12,0.12,0.11,0.93,0.03,0.08,0.07,0.25,0.3,0.26,0.39,0.06,0.53,0.5,0.04,0.69,0.38,0.06,0.33,0.67,0.36,0.24,0.11,0.11,0.13,0.13,0.15,0.16,0.15,0.49,0.24,0.24,0,0,0.08,0.71,0.29,0.32,0.66,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.09,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,1288,4,0.03,0.66,0.02,0.47,0.4,0.65,0.48,0.5,0.31,0.4,0,0,0.17,0.36,0.42,0.3,0.55,1,0.48,0.17,0.15,0.21,0.13,0.19,0.15,0.17,0.21,0.07,0.71,0.79,0.69,0.18,0.89,0.24,0.21,0.59,0.38,0.32,0.51,0.48,0.64,0.61,0.69,0.44,0.46,0.41,0.48,0.39,0.35,0.03,0.45,0.03,0.46,0.55,0.56,0.63,0.54,0.55,0.51,0.53,0.43,0.68,0.64,0.6,0.64,0.54,0.76,0.39,0.65,0.58,0,0.02,0.82,0.45,0.16,0.31,0.71,0.37,0.25,0.15,0.13,0.13,0.23,0.25,0.25,0.27,0.72,0.54,0.31,0.07,0.02,0.49,0.56,0.38,0.65,0.75,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.22,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
1,58.82682927,46188.3366,406,4,0.07,0.41,0.53,0.57,0.05,0.01,0.44,0.46,0.29,0.41,0.08,1,0.23,0.53,0.25,0.31,0.5,0.38,0.4,0.27,0.27,0.34,0.16,0.2,0.31,0.45,0.35,0.08,0.45,0.4,0.51,0.3,0.28,0.51,0.4,0.43,0.48,0.4,0.61,0.3,0.67,0.67,0.47,0.5,0.47,0.52,0.48,0.68,0.67,0.05,0.37,0,0.24,0.41,0.36,0.41,0.02,0.03,0.02,0.02,0.97,0.02,0.22,0.2,0.43,0.45,0.42,0.53,0.16,0.41,0.5,0.08,0.73,0.52,0.25,0.41,0.67,0.58,0.29,0.09,0.1,0.12,0.06,0.13,0.15,0.16,0.33,0.16,0.36,0.02,0,0.03,0.7,0.52,0.66,0.64,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.23,0.06,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,35,7180,172,4,0,0.57,0.03,0.92,0.24,0.03,0.36,0.38,0.23,0.2,0.01,0.47,0.93,0.89,0.45,0.76,0.26,0.06,0.31,0.86,0.74,0.72,0.69,0.71,0.48,1,0.92,0,0.03,0.13,0.15,0.7,0.2,0.8,0.39,0.35,0.2,0.71,0.21,0.32,0.18,0.19,0.56,0.96,0.96,0.97,0.87,0.39,0.6,0,0.02,0.01,0.18,0.15,0.29,0.31,0.11,0.08,0.14,0.14,0.84,0.06,0.21,0.23,0.63,0.62,0.44,0.94,0.02,0.2,0.5,0.01,0.81,0.92,0.08,0.44,0.75,0.02,0,0.64,0.64,0.62,0.57,0.63,0.99,0.93,0.4,0.61,0.67,0,0,0.25,0.56,0.6,0.44,0.63,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.04,0.11,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
21,58.82682927,46188.3366,704,4,0.03,0.42,0.57,0.54,0.04,0.01,0.43,0.47,0.31,0.47,0,0,0.16,0.45,0.59,0.3,0.52,0.55,0.5,0.18,0.18,0.23,0.15,0.33,0.19,0.5,0.3,0.06,0.58,0.55,0.53,0.2,0.63,0.35,0.5,0.42,0.52,0.32,0.55,0.38,0.69,0.66,0.43,0.4,0.36,0.53,0.28,0.58,0.53,0.04,0.59,0,0.47,0.47,0.45,0.43,0.05,0.04,0.04,0.03,0.96,0.02,0.22,0.21,0.4,0.37,0.47,0.45,0.16,0.51,0.5,0.04,0.73,0.48,0.44,0.48,0.54,0.52,0.2,0.06,0.05,0.06,0.08,0.13,0.14,0.14,0.36,0.25,0.32,0.01,0,0.04,0.75,0.5,0.7,0.63,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.12,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
36,75,55574,1179,4,0.01,0.41,0.01,0.97,0.03,0.03,0.53,0.62,0.55,0.52,0,0,0.2,0.4,0.07,0.46,0.63,0.36,0.65,0.28,0.23,0.22,0.21,0.49,0.06,0.13,0.34,0.03,0.5,0.3,0.46,0.31,0.54,0.28,0.24,0.64,0.33,0.42,0.35,0.64,0.34,0.36,0.46,0.56,0.6,0.65,0.63,0.2,0.21,0.01,0.2,0,0.84,0.65,0.53,0.47,0.14,0.1,0.07,0.06,0.93,0.04,0.21,0.19,0.37,0.43,0.32,0.49,0.06,0.47,0.5,0.02,0.78,0.46,0.29,0.57,0,0.19,0.14,0.1,0.1,0.09,0.23,0.24,0.27,0.24,0.63,0.13,0.58,0,0.03,0.07,0.91,0.53,0.68,0.81,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.21,0.13,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
29,58.82682927,46188.3366,1459,4,0.02,0.28,0.11,0.91,0.03,0.01,0.35,0.42,0.26,0.65,0,0,0.13,0.34,0.34,0.42,0.73,0.36,0.45,0.17,0.18,0.18,0.18,0.1,0.13,0.87,0.43,0.03,0.39,0.5,0.54,0.16,0.61,0.37,0.55,0.42,0.69,0.29,0.59,0.26,0.56,0.6,0.35,0.61,0.58,0.62,0.51,0.75,0.68,0,0.1,0,0.73,0.64,0.63,0.7,0.05,0.04,0.03,0.04,0.97,0.03,0.16,0.14,0.3,0.31,0.29,0.64,0.08,0.59,0,0.05,0.6,0.63,0.15,0.6,0.29,0.52,0.32,0.03,0.03,0.04,0.1,0.13,0.13,0.16,0.5,0.25,0.46,0,0,0.02,0.78,0.58,0.65,0.75,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.15,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
47,58.82682927,46188.3366,1325,4,0,0.2,0.11,0.9,0.05,0.02,0.35,0.51,0.33,0.55,0.02,1,0.22,0.48,0.05,0.44,0.56,0.15,0.5,0.24,0.29,0.28,0.3,0.55,0.47,0.35,0.34,0.01,0.25,0.27,0.41,0.28,0.28,0.49,0.32,0.34,0.44,0.36,0.65,0.33,0.71,0.71,0.26,0.52,0.54,0.52,0.49,0.69,0.71,0,0.17,0,0.58,0.48,0.49,0.41,0.06,0.05,0.04,0.03,0.97,0.01,0.08,0.07,0.23,0.29,0.23,0.46,0.07,0.71,0,0.03,0.56,0.44,0.07,0.23,0.48,0.21,0.06,0.09,0.08,0.08,0.22,0.2,0.19,0.21,0.4,0.21,0.29,0,0,0.04,0.69,0.55,0.8,0.71,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.16,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,13,19390,440,4,0.1,0.46,1,0,0.04,0.07,0.42,0.51,0.33,0.35,0.12,1,0.25,0.56,0.17,0.19,0.44,0.72,0.33,0.29,0.25,0.33,0.32,0.23,0.46,0.26,0.35,0.12,0.47,0.34,0.53,0.22,0.81,0.46,0.32,0.63,0.47,0.3,0.84,0.78,0.83,0.87,0.69,0,0,0,0.02,0.6,0.61,0.22,1,0.06,0.37,0.47,0.59,0.66,0.33,0.38,0.42,0.44,0.82,0.13,0.7,0.53,0.47,0.82,0.4,0.13,0.49,0.82,0,0.09,0.76,0.08,0.56,0.46,0.21,0.55,0.58,0.25,0.27,0.27,0.41,0.43,0.48,0.42,0.6,0.61,0.76,0.2,0.05,0.38,0.53,0.61,0.84,0.76,0.04,0.33,0.95,0.36,0.09,0.48,0.51,0.33,0.22,0.1,1,0.05,0,1,0.07,0.57,0.28,0.01,1,1,0.05,0.03,0.61,0.5,0.8,0.23,1
36,93,65508,1444,4,0.09,0.29,0.17,0.83,0.06,0.05,0.39,0.54,0.38,0.55,0.1,1,0.21,0.39,0.13,0.5,0.61,0.51,0.65,0.24,0.25,0.26,0.21,0.13,0.22,0.16,0.28,0.09,0.39,0.29,0.43,0.27,0.45,0.4,0.24,0.57,0.32,0.36,0.63,0.61,0.6,0.64,0.37,0.35,0.39,0.44,0.33,0.53,0.54,0.06,0.45,0.02,0.2,0.24,0.32,0.32,0.08,0.08,0.1,0.09,0.82,0.09,0.2,0.15,0.27,0.34,0.26,0.35,0.06,0.5,0.5,0.13,0.67,0.33,0.41,0.63,0,0.4,0.25,0.18,0.17,0.15,0.26,0.27,0.28,0.29,0.59,0.5,0.54,0.18,0.02,0.16,0.84,0.53,0.63,0.8,0.02,0.21,0.97,0.27,0.12,0.72,1,0.21,0.78,0.97,0.03,0,0,0.02,0.03,0.57,0.5,0.03,0.51,0.28,0.02,0.02,0.86,0,0.49,0.19,0
49,58.82682927,46188.3366,1041,4,0.03,0.45,0.01,0.94,0.09,0.08,0.43,0.53,0.31,0.33,0.05,1,0.29,0.71,0.35,0.44,0.37,0.18,0.47,0.29,0.28,0.26,0.3,0.17,0.28,0.42,0.33,0.02,0.2,0.06,0.26,0.32,0.15,0.66,0.3,0.35,0.35,0.41,0.61,0.32,0.61,0.64,0.59,0.64,0.73,0.7,0.64,0.55,0.55,0.01,0.08,0.01,0.17,0.24,0.28,0.29,0.04,0.05,0.05,0.05,0.9,0.03,0.53,0.46,0.49,0.62,0.32,0.59,0.14,0.55,0.5,0.03,0.81,0.53,0.05,0.31,0.69,0.2,0.19,0.16,0.15,0.14,0.29,0.26,0.25,0.25,0.23,0.41,0.22,0,0.02,0.09,0.73,0.51,0.81,0.74,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.27,0.15,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
47,58.82682927,46188.3366,941,4,0,0.29,0.1,0.91,0.04,0.01,0.36,0.42,0.28,0.65,0,0,0.09,0.25,0.77,0.33,0.7,0.51,0.35,0.17,0.16,0.15,0.13,0.07,0.16,0.18,0.16,0.02,0.55,0.85,0.81,0.14,0.45,0.34,0.76,0.23,0.89,0.2,0.64,0.26,0.66,0.69,0.3,0.45,0.47,0.45,0.58,0.84,0.65,0,0.16,0,0.43,0.31,0.26,0.32,0.03,0.02,0.02,0.02,0.97,0.03,0.09,0.09,0.28,0.3,0.3,0.49,0.09,0.55,0,0.02,0.7,0.49,0.14,0.38,0.48,0.93,0,0.04,0.04,0.05,0.05,0.1,0.1,0.1,0.45,0.16,0.37,0,0,0.03,0.87,0.51,0.83,0.83,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.11,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,14,4,0.12,0.57,0.04,0.09,1,0.67,0.41,0.58,0.38,0.39,0.13,1,0.33,0.58,0.1,0.42,0.35,0.56,0.32,0.3,0.28,0.37,0.4,0.2,0.26,0.36,0.42,0.11,0.38,0.5,0.48,0.36,0.37,0.45,0.35,0.38,0.35,0.43,0.39,0.63,0.47,0.45,0.68,0.55,0.56,0.6,0.51,0.42,0.36,0.06,0.38,0.26,0.45,0.5,0.62,0.7,1,1,1,1,0,1,0.64,0.55,0.59,0.61,0.6,0.23,0.99,0.83,0,0.07,0.83,0.25,0.22,0.23,0.33,0.12,0.29,0.58,0.61,0.61,0.58,0.56,0.63,0.55,0.61,0.72,0.18,0.03,0,1,0.32,0.37,0.67,0.53,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.9,0.33,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
